complaint_id,complaint_title,complaint_description,source,sector_id,category,sub_category,priority,urgency_score,created_at,resolved_at,status,resolution_time_days,assigned_department,assigned_officer,citizen_satisfaction,latitude,longitude,resolution_notes
GRV-2025-00246,Sewage Smell issue in Sector 15,The manhole near Sector 15 market is open and is a serious danger to pedestrians and children.,Mobile App,SEC-15,Sewerage,Sewage Smell,P4-Low,0.04,2026-03-16T10:28:16,2026-03-20T18:00:00,Resolved,30,MCC Public Health Department,Amarjit Kaur,4,30.702775,76.765356,Sewer line repaired
GRV-2025-00247,Waterlogging on main road in Sector 15,The Waterlogging on Road near Sector 16 chowk has been unattended for 4 days. Please take immediate action.,Mobile App,SEC-15,Roads,Waterlogging on Road,P4-Low,0.28,2026-02-10T10:00:47,,In Progress,,MCC Engineering Department,Jagtar Singh,,30.743692,76.780593,
GRV-2025-00248,Balcony Encroachment issue in Sector 33,Construction work at Sector 33 house 782 started without any visible permit. This has been reported before but no action was taken.,WhatsApp,SEC-33,Building Violation,Balcony Encroachment,P3-Medium,0.33,2025-09-28T15:01:25,,Rejected,,MCC Town Planning Department,Rajdeep Kaur,,30.749402,76.757629,
GRV-2025-00249,Water Tanker Not Coming issue in Sector 11,There is no water supply in Sector 11 since 12 days. Residents are facing severe hardship.,Email,SEC-11,Water Supply,Water Tanker Not Coming,P2-High,0.57,2025-12-24T08:32:25,,Rejected,,MCC Public Health Department,Raju Kumar,,30.715556,76.765421,
GRV-2025-00250,Water Logging issue in Sector 35,The water supply in Sector 35 Phase C area is completely disrupted. Over 3 families are affected.,Voice Call,SEC-35,Water Supply,Water Logging,P3-Medium,0.39,2026-03-07T08:13:46,2026-03-20T18:00:00,Resolved,17,MCC Public Health Department,Gurmail Singh,4,30.723091,76.804454,Meter replaced
GRV-2025-00251,Illegal Dumping issue in Sector 44,People have started dumping garbage on the road near Sector 44 Phase B as there is no proper bin.,WhatsApp,SEC-44,Garbage/Sanitation,Illegal Dumping,P3-Medium,0.53,2025-09-03T18:05:00,,Pending,,MCC Public Health Department,Sandeep Verma,,30.732757,76.813153,
GRV-2025-00252,Billing Error issue in Sector 15,The electricity bill for Sector 15 house 873 is 3x higher than usual this month with no change in usage.,Mobile App,SEC-15,Electricity,Billing Error,P3-Medium,0.51,2025-06-11T20:14:01,2025-06-14T23:14:01,Resolved,3,CPDL / Chandigarh Electricity Department,SDO Pankaj,3,30.751244,76.790925,Cable repaired
GRV-2025-00253,No Water in Toilet issue in Sector 42,The public toilet near Sector 42 bus stop smells unbearable. No cleaning staff visible.,Mobile App,SEC-42,Public Toilet,No Water in Toilet,P2-High,0.7,2025-07-17T21:36:27,,In Progress,,MCC Public Health Department,Raju Kumar,,30.769468,76.79024,
GRV-2025-00254,No Anti-Larval Treatment issue in Sector 43,The drain near sector park in Sector 43 is a major mosquito breeding spot. Has not been cleaned.,Voice Call,SEC-43,Mosquito/Vector,No Anti-Larval Treatment,P4-Low,0.14,2025-10-07T17:10:03,2025-10-31T23:10:03,Resolved,24,Health Department / NHM Chandigarh,Dr. Gurinder Singh,4,30.776413,76.743897,Drainage cleared to prevent breeding
GRV-2025-00255,Grass Not Cut issue in Sector 36,The seating arrangement in Sector 36 park is damaged. Old people cannot sit and relax.,Mobile App,SEC-36,Parks/Trees,Grass Not Cut,P3-Medium,0.51,2025-11-19T15:17:43,,Escalated,,MCC Horticulture Department,Sukhdeep Kaur,,30.755837,76.769002,
GRV-2025-00256,New Connection Delay issue in Sector 38,The water coming from the tap in Sector 38 is muddy in color and has a foul smell. Not fit for drinking.,Voice Call,SEC-38,Water Supply,New Connection Delay,P3-Medium,0.33,2025-05-09T13:53:12,2025-05-29T23:53:12,Resolved,20,MCC Public Health Department,Raju Kumar,4,30.742052,76.782568,Connection restored
GRV-2025-00257,Stinky Garbage issue in Sector 44,The garbage truck makes very early trips and misses many households in Sector 44. Waste collection is irregular.,Mobile App,SEC-44,Garbage/Sanitation,Stinky Garbage,P3-Medium,0.5,2026-01-25T22:48:21,2026-02-03T10:48:21,Resolved,8,MCC Public Health Department,Gurmail Singh,1,30.765166,76.757789,Regular sweeping resumed
GRV-2025-00258,Factory Noise issue in Sector 43,Firecrackers are being burst in Sector 43 every night despite the ban. Action needed.,WhatsApp,SEC-43,Noise Pollution,Factory Noise,P4-Low,0.23,2025-12-24T07:12:06,,Escalated,,Chandigarh Police,HC Jaswinder Kumar,,30.702623,76.792783,
GRV-2025-00259,Water Logging issue in Sector 8,"Water pressure is very low in the lane near house 359, Sector 8. Overhead tanks are not getting filled.",Mobile App,SEC-08,Water Supply,Water Logging,P1-Critical,0.98,2025-05-15T17:01:05,,Pending,,MCC Public Health Department,Sandeep Verma,,30.711645,76.799696,
GRV-2025-00260,Litter Near Market issue in Sector 38,"A large garbage dump has appeared near bus stop, Sector 38. Dogs and stray animals are digging through it.",WhatsApp,SEC-38,Garbage/Sanitation,Litter Near Market,P1-Critical,0.95,2025-08-05T12:18:10,2025-08-06T00:18:10,Resolved,0,MCC Public Health Department,Raju Kumar,5,30.773638,76.808104,Garbage collected and area cleaned
GRV-2025-00261,Sewage Smell issue in Sector 24,The manhole near Sector 24 market is open and is a serious danger to pedestrians and children.,Voice Call,SEC-24,Sewerage,Sewage Smell,P4-Low,0.03,2026-03-11T09:29:07,2026-03-20T18:00:00,Resolved,40,MCC Public Health Department,Amarjit Kaur,4,30.756378,76.784571,Drainage unblocked using jet machine
GRV-2025-00262,Footpath Blocked issue in Sector 11,A private party has started construction on what appears to be a public park in Sector 11.,Mobile App,SEC-11,Encroachment,Footpath Blocked,P3-Medium,0.4,2026-03-14T19:12:54,,Pending,,MCC Town Planning Department,Rajdeep Kaur,,30.705569,76.807285,
GRV-2025-00263,Missing manhole cover on road in Sector 43,"Since past 12 days, a Missing Manhole Cover has been causing accidents in Sector 43 near mandir. Two-wheelers are at risk.",Voice Call,SEC-43,Roads,Missing Manhole Cover,P3-Medium,0.4,2025-10-11T09:47:59,2025-10-19T11:47:59,Resolved,8,MCC Engineering Department,Jagtar Singh,5,30.727091,76.787597,Pothole filled with bitumen
GRV-2025-00264,Illegal Dumping issue in Sector 12,The garbage truck makes very early trips and misses many households in Sector 12. Waste collection is irregular.,Web Portal,SEC-12,Garbage/Sanitation,Illegal Dumping,P2-High,0.72,2026-02-23T21:32:17,,Pending,,MCC Public Health Department,Paramjit Kaur,,30.71179,76.776371,
GRV-2025-00265,Severe road damage near market in Sector 20,The Road Damage near Sector 21 chowk has been unattended for 12 days. Please take immediate action.,Web Portal,SEC-20,Roads,Road Damage,P1-Critical,0.99,2025-08-01T16:09:19,2025-08-01T18:09:19,Resolved,0,MCC Engineering Department,Er. Parveen Kumar,4,30.761406,76.803419,Speed breaker installed
GRV-2025-00266,Congestion Near School issue in Sector 22,Rash driving by youngsters in Sector 22 Phase A at night is causing fear among residents.,Web Portal,SEC-22,Traffic,Congestion Near School,P3-Medium,0.41,2026-01-22T20:29:02,2026-01-26T23:29:02,Resolved,4,Traffic Police Chandigarh,Traffic SI Harjot,4,30.762351,76.810776,Speed breaker installed
GRV-2025-00267,Broken Equipment in Park issue in Sector 35,The swing and slide equipment in Sector 35 park are broken. Children are getting injured.,Mobile App,SEC-35,Parks/Trees,Broken Equipment in Park,P3-Medium,0.44,2025-04-30T07:25:16,2025-05-18T17:25:16,Resolved,18,MCC Horticulture Department,Manjit Kaur,4,30.728221,76.818223,Lights repaired
GRV-2025-00268,Stray Animals Near School issue in Sector 8,Residents of Sector 8 lane C are scared to step out at night due to aggressive stray dogs.,Mobile App,SEC-08,Stray Animals,Stray Animals Near School,P3-Medium,0.32,2025-09-11T17:26:22,,Escalated,,Social Welfare Department Chandigarh,Preeti Sharma,,30.704516,76.759538,
GRV-2025-00269,Parking on Footpath issue in Sector 41,"Extension of shop into public space near petrol pump, Sector 41 has been going on for months.",Mobile App,SEC-41,Encroachment,Parking on Footpath,P3-Medium,0.42,2026-01-26T22:57:26,,Pending,,MCC Town Planning Department,Rajdeep Kaur,,30.72133,76.795677,
GRV-2025-00270,Flyover structure showing damage in Sector 3,"After the last rain, the Flyover Damage near sukhna lake road in Sector 3 has worsened. Multiple vehicles have been damaged.",Mobile App,SEC-03,Roads,Flyover Damage,P3-Medium,0.42,2025-12-11T16:10:39,,Escalated,,MCC Engineering Department,Jagtar Singh,,30.723962,76.817554,
GRV-2025-00271,Sewer Line Burst issue in Sector 35,Open sewage water near Sector 35 post office is a major hygiene and health hazard.,Voice Call,SEC-35,Sewerage,Sewer Line Burst,P3-Medium,0.32,2025-07-22T08:36:51,2025-08-10T16:36:51,Resolved,19,MCC Public Health Department,Gurmail Singh,3,30.763652,76.792123,Drainage unblocked using jet machine
GRV-2025-00272,Dog Attack issue in Sector 35,Stray pigs are roaming near gurudwara in Sector 35 and creating a mess on the road.,Mobile App,SEC-35,Stray Animals,Dog Attack,P3-Medium,0.46,2025-11-19T11:36:31,2025-11-28T22:36:31,Resolved,9,Social Welfare Department Chandigarh,Anita Rani,3,30.751034,76.804715,Anti-rabies drive conducted
GRV-2025-00273,Burst Pipe issue in Sector 37,Residents of Sector 37 have been complaining about contaminated water for a week. Kindly look into this on priority.,Mobile App,SEC-37,Water Supply,Burst Pipe,P3-Medium,0.38,2025-12-13T08:40:13,,Pending,,MCC Public Health Department,Gurmail Singh,,30.767677,76.761355,
GRV-2025-00274,Dog Attack issue in Sector 41,A large group of stray dogs near Sector 41 market is attacking shoppers in the evening.,Web Portal,SEC-41,Stray Animals,Dog Attack,P3-Medium,0.5,2025-08-23T21:35:27,,Rejected,,Social Welfare Department Chandigarh,Baldev Singh,,30.733762,76.812452,
GRV-2025-00275,Road divider broken on main road in Sector 15,"Since past 6 days, a Road Divider Damaged has been causing accidents in Sector 15 near bank branch. Two-wheelers are at risk.",Voice Call,SEC-15,Roads,Road Divider Damaged,P3-Medium,0.31,2026-01-24T16:38:19,2026-01-29T23:38:19,Resolved,5,MCC Engineering Department,Jagtar Singh,4,30.770858,76.771752,Pothole filled with bitumen
GRV-2025-00276,Garbage Dumped on Road issue in Sector 19,Waste from the nearby shop is regularly dumped outside house 852 in Sector 19. Please take action.,Mobile App,SEC-19,Garbage/Sanitation,Garbage Dumped on Road,P4-Low,0.04,2025-12-16T16:53:37,2026-01-17T04:53:37,Resolved,31,MCC Public Health Department,Gurmail Singh,3,30.73383,76.751542,Warning issued to dumper
GRV-2025-00277,Garbage Dumped on Road issue in Sector 17,Dead dog near Sector 17 Sector 32 Chowk has not been removed for 6 days. Spreading disease risk.,Web Portal,SEC-17,Garbage/Sanitation,Garbage Dumped on Road,P3-Medium,0.44,2025-07-19T13:17:56,,Pending,,MCC Public Health Department,Raju Kumar,,30.762742,76.751593,
GRV-2025-00278,Waste Near Park issue in Sector 44,The area near Sector 44 market is littered with garbage every morning. Sweeper does not come regularly.,WhatsApp,SEC-44,Garbage/Sanitation,Waste Near Park,P3-Medium,0.4,2025-09-27T17:57:51,2025-10-04T02:57:51,Resolved,6,MCC Public Health Department,Raju Kumar,5,30.731078,76.812783,Dustbin replaced
GRV-2025-00279,Short Circuit Risk issue in Sector 20,All lights on the road near rose garden in Sector 20 are off. Robberies have increased due to darkness.,Mobile App,SEC-20,Streetlights,Short Circuit Risk,P4-Low,0.26,2025-12-20T19:50:02,2026-01-13T21:50:02,Resolved,24,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,3,30.733037,76.807293,Timer corrected
GRV-2025-00280,Bull Running Loose issue in Timber Market,There are 6 stray dogs near the school in Timber Market. Children are terrified to enter.,Email,TMK,Stray Animals,Bull Running Loose,P2-High,0.74,2025-12-17T11:40:28,,Rejected,,Social Welfare Department Chandigarh,Preeti Sharma,,30.763282,76.750887,
GRV-2025-00281,Burst Pipe issue in Sector 17,"Our area Sector 17 gets water for only 20 minutes a day, which is not sufficient. Please look into this.",Mobile App,SEC-17,Water Supply,Burst Pipe,P3-Medium,0.41,2026-01-07T10:16:11,2026-01-28T16:16:11,Resolved,21,MCC Public Health Department,Raju Kumar,3,30.706752,76.769408,"Contamination addressed, chlorination done"
GRV-2025-00282,Burst Pipe issue in Timber Market,"There is no water connection in our newly allotted house at Timber Market. Applied 2 days ago, no action.",WhatsApp,TMK,Water Supply,Burst Pipe,P2-High,0.73,2025-05-12T18:39:27,,In Progress,,MCC Public Health Department,Sandeep Verma,,30.748031,76.75194,
GRV-2025-00283,Light On During Day issue in Sector 15,Streetlights in lane D of Sector 15 have not been working for 10 days. Area is completely dark at night.,Voice Call,SEC-15,Streetlights,Light On During Day,P3-Medium,0.37,2025-09-06T10:27:54,2025-09-15T20:27:54,Resolved,9,CPDL / Chandigarh Electricity Department,Er. Gurmeet Pal,5,30.722637,76.794175,Underground cable repaired
GRV-2025-00284,Road Occupied by Vendor issue in Sector 16,Residents of Sector 16 have parked vehicles permanently on the footpath in front of house 129.,WhatsApp,SEC-16,Encroachment,Road Occupied by Vendor,P2-High,0.55,2025-04-21T16:44:25,,Pending,,MCC Town Planning Department,Vikram Sood,,30.754948,76.797067,
GRV-2025-00285,Bull Running Loose issue in Sector 45,Stray cattle are roaming on the main road of Sector 45 and are causing accidents.,Web Portal,SEC-45,Stray Animals,Bull Running Loose,P4-Low,0.28,2026-03-01T07:00:16,,Rejected,,Social Welfare Department Chandigarh,Anita Rani,,30.740363,76.770475,
GRV-2025-00286,Bull Running Loose issue in Sector 43,There are 6 stray dogs near the school in Sector 43. Children are terrified to enter.,Voice Call,SEC-43,Stray Animals,Bull Running Loose,P3-Medium,0.33,2025-08-26T22:27:09,,Pending,,Social Welfare Department Chandigarh,Anita Rani,,30.720832,76.765062,
GRV-2025-00287,Illegal Stall issue in Sector 35,Illegal vendors near Sector 35 market have taken over the road. The lane is now only one vehicle wide.,Web Portal,SEC-35,Encroachment,Illegal Stall,P1-Critical,0.95,2025-09-05T10:35:54,2025-09-08T11:35:54,Resolved,3,MCC Town Planning Department,Rajdeep Kaur,2,30.718389,76.742869,Notice issued to occupant
GRV-2025-00288,Speed breaker missing near school in Sector 15,"After the last rain, the Speed Breaker Missing near primary school in Sector 15 has worsened. Multiple vehicles have been damaged.",Web Portal,SEC-15,Roads,Speed Breaker Missing,P3-Medium,0.33,2025-10-24T10:07:22,2025-10-29T14:07:22,Resolved,5,MCC Engineering Department,Er. Parveen Kumar,3,30.766796,76.799995,Drainage repaired alongside road
GRV-2025-00289,Litter Near Market issue in Sector 37,No sweeping has been done in Sector 37 lane E for over a week. The area is filthy.,WhatsApp,SEC-37,Garbage/Sanitation,Litter Near Market,P4-Low,0.2,2026-01-24T06:18:43,,Pending,,MCC Public Health Department,Amarjit Kaur,,30.778507,76.749759,
GRV-2025-00290,Bin Not Emptied issue in Sector 38,"A large garbage dump has appeared near mandir, Sector 38. Dogs and stray animals are digging through it.",Walk-in,SEC-38,Garbage/Sanitation,Bin Not Emptied,P3-Medium,0.54,2025-10-05T20:20:46,,In Progress,,MCC Public Health Department,Gurmail Singh,,30.779986,76.81255,
GRV-2025-00291,Flyover structure showing damage in Sector 13,"There is a large Flyover Damage near house no. 920, Sector 13. Kindly look into this on priority. Please repair urgently.",Web Portal,SEC-13,Roads,Flyover Damage,P2-High,0.61,2025-07-02T18:05:01,2025-07-09T22:05:01,Resolved,7,MCC Engineering Department,Er. Sukhwinder Kaur,3,30.732192,76.791773,Road resurfacing completed
GRV-2025-00292,"Broken footpath, risk to pedestrians in Sector 12",The Broken Footpath near Sector 13 chowk has been unattended for 8 days. Please take immediate action.,Mobile App,SEC-12,Roads,Broken Footpath,P4-Low,0.06,2025-08-14T18:30:17,2025-09-27T04:30:17,Resolved,43,MCC Engineering Department,Jagtar Singh,2,30.733803,76.769459,Footpath relaid
GRV-2025-00293,Garbage Dumped on Road issue in Sector 28,The community dustbin near bank branch in Sector 28 is overflowing and stinking. Area residents are suffering.,Mobile App,SEC-28,Garbage/Sanitation,Garbage Dumped on Road,P3-Medium,0.46,2025-08-03T15:29:27,2025-08-08T23:29:27,Resolved,5,MCC Public Health Department,Sandeep Verma,2,30.710223,76.812232,Regular sweeping resumed
GRV-2025-00294,Transformer Fault issue in Sector 35,High voltage fluctuation in Sector 35 burned the TV and refrigerator at house 682.,WhatsApp,SEC-35,Electricity,Transformer Fault,P4-Low,0.14,2025-11-06T14:22:16,2025-12-20T16:22:16,Resolved,44,CPDL / Chandigarh Electricity Department,SDO Pankaj,1,30.759241,76.77703,Billing error corrected
GRV-2025-00295,Garbage Dumped on Road issue in Manimajra,The garbage collection vehicle has not come to Manimajra for 8 days. Waste is piling up at the corner.,Mobile App,MNJ,Garbage/Sanitation,Garbage Dumped on Road,P1-Critical,0.96,2025-06-14T11:13:11,2025-06-14T23:13:11,Resolved,0,MCC Public Health Department,Sandeep Verma,3,30.753873,76.774704,Area sanitized
GRV-2025-00296,Large pothole causing accidents in Sector 1,The road in front of primary school in Sector 1 has a Pothole. Vehicles are getting damaged. Immediate action required.,Mobile App,SEC-01,Roads,Pothole,P3-Medium,0.5,2025-09-18T18:51:19,2025-09-23T21:51:19,Resolved,5,MCC Engineering Department,Er. Parveen Kumar,1,30.708953,76.741271,Road resurfacing completed
GRV-2025-00297,Transformer Fault issue in Industrial Area Phase I,The transformer near rose garden in Industrial Area Phase I is sparking and making loud noise. Dangerous situation.,WhatsApp,IND-1,Electricity,Transformer Fault,P4-Low,0.23,2025-05-05T19:01:07,2025-05-22T22:01:07,Resolved,17,CPDL / Chandigarh Electricity Department,Er. Gurmeet Pal,4,30.777109,76.777719,Illegal connection removed
GRV-2025-00298,Wall Extension on Road issue in Sector 38,A wall has been constructed on the public road in Sector 38 Phase A. Please remove encroachment.,Mobile App,SEC-38,Encroachment,Wall Extension on Road,P3-Medium,0.51,2025-12-09T15:02:31,,Pending,,MCC Town Planning Department,Manpreet Singh,,30.731974,76.781068,
GRV-2025-00299,Water Logging issue in Sector 43,"A major pipeline has burst near post office in Sector 43, causing water wastage and road damage.",Voice Call,SEC-43,Water Supply,Water Logging,P3-Medium,0.52,2025-05-02T17:28:44,,Rejected,,MCC Public Health Department,Sandeep Verma,,30.734898,76.752907,
GRV-2025-00300,Road divider broken on main road in Sector 33,The Road Divider Damaged near Sector 34 chowk has been unattended for 10 days. Please take immediate action.,Voice Call,SEC-33,Roads,Road Divider Damaged,P3-Medium,0.48,2025-08-02T19:53:43,2025-08-17T03:53:43,Resolved,14,MCC Engineering Department,Jagtar Singh,5,30.712962,76.756577,Drainage repaired alongside road
GRV-2025-00301,Low Pressure issue in Sector 43,The water coming from the tap in Sector 43 is discolored in color and has a foul smell. Not fit for drinking.,Web Portal,SEC-43,Water Supply,Low Pressure,P4-Low,0.07,2025-07-25T06:22:56,2025-08-17T12:22:56,Resolved,23,MCC Public Health Department,Sandeep Verma,3,30.766236,76.811557,Connection restored
GRV-2025-00302,No Water Supply issue in Sector 54,"Our area Sector 54 gets water for only 45 minutes a day, which is not sufficient. Please look into this.",Voice Call,SEC-54,Water Supply,No Water Supply,P3-Medium,0.5,2025-11-09T14:57:09,2025-11-29T00:57:09,Resolved,19,MCC Public Health Department,Gurmail Singh,2,30.704034,76.815701,Connection restored
GRV-2025-00303,Monkey Menace issue in Manimajra,Stray cattle are roaming on the main road of Manimajra and are causing accidents.,Web Portal,MNJ,Stray Animals,Monkey Menace,P4-Low,0.27,2025-05-28T15:45:28,2025-07-06T23:45:28,Resolved,39,Social Welfare Department Chandigarh,Preeti Sharma,3,30.729099,76.805533,"Dog squad deployed, animals shifted to shelter"
GRV-2025-00304,All Lights Off issue in Manimajra,A high-tension wire near the streetlight pole in Manimajra is dangling. Major electrocution risk.,Mobile App,MNJ,Streetlights,All Lights Off,P3-Medium,0.43,2025-04-02T17:45:48,,In Progress,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.733201,76.790355,
GRV-2025-00305,Road divider broken on main road in Sector 15,"After the last rain, the Road Divider Damaged near sector chowk in Sector 15 has worsened. Multiple vehicles have been damaged.",Mobile App,SEC-15,Roads,Road Divider Damaged,P4-Low,0.13,2025-11-20T22:04:05,2025-12-19T04:04:05,Resolved,28,MCC Engineering Department,Er. Balvinder Singh,5,30.713146,76.744917,Footpath relaid
GRV-2025-00306,Missed Garbage Collection issue in Sector 43,Waste from the nearby shop is regularly dumped outside house 159 in Sector 43. Please take action.,Voice Call,SEC-43,Garbage/Sanitation,Missed Garbage Collection,P3-Medium,0.3,2025-05-28T22:39:58,,Rejected,,MCC Public Health Department,Paramjit Kaur,,30.711749,76.772315,
GRV-2025-00307,Sewer Line Burst issue in Grain Market,"The drain outside house 907, Grain Market has been blocked for 11 days causing stagnant water.",Web Portal,GRM,Sewerage,Sewer Line Burst,P3-Medium,0.32,2025-09-02T18:46:46,2025-09-10T03:46:46,Resolved,7,MCC Public Health Department,Amarjit Kaur,3,30.707426,76.784143,Sewage overflow cleaned
GRV-2025-00308,New Light Needed issue in Sector 23,Streetlights in lane E of Sector 23 have not been working for 14 days. Area is completely dark at night.,Mobile App,SEC-23,Streetlights,New Light Needed,P1-Critical,0.82,2025-03-24T17:16:40,,Rejected,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.7406,76.749905,
GRV-2025-00309,Severe road damage near market in Sector 30,The main road in Sector 30 has developed multiple potholes near the drainage channel. Urgent repair needed.,WhatsApp,SEC-30,Roads,Road Damage,P3-Medium,0.37,2025-11-27T10:45:24,2025-12-16T22:45:24,Resolved,19,MCC Engineering Department,Jagtar Singh,2,30.741316,76.755404,Road resurfacing completed
GRV-2025-00310,Bin Not Emptied issue in Sector 31,People have started dumping garbage on the road near Sector 31 Phase A as there is no proper bin.,WhatsApp,SEC-31,Garbage/Sanitation,Bin Not Emptied,P4-Low,0.06,2025-04-04T22:25:37,2025-05-17T07:25:37,Resolved,42,MCC Public Health Department,Gurmail Singh,5,30.746744,76.790917,Illegal dump cleared
GRV-2025-00311,Waste Near Park issue in Sector 43,The garbage truck makes very early trips and misses many households in Sector 43. Waste collection is irregular.,Mobile App,SEC-43,Garbage/Sanitation,Waste Near Park,P4-Low,0.26,2025-04-15T12:29:30,2025-04-25T00:29:30,Resolved,9,MCC Public Health Department,Sandeep Verma,5,30.729547,76.816146,Dustbin replaced
GRV-2025-00312,Flyover structure showing damage in Industrial Area Phase I,The road in front of bus stop in Industrial Area Phase I has a Flyover Damage. Vehicles are getting damaged. Immediate action required.,Web Portal,IND-1,Roads,Flyover Damage,P1-Critical,1.0,2025-07-15T21:01:50,,In Progress,,MCC Engineering Department,Er. Parveen Kumar,,30.71143,76.802703,
GRV-2025-00313,Manhole Cover Missing issue in Sector 7,"The drain near community centre, Sector 7 has not been cleaned for months. It is completely blocked.",Web Portal,SEC-07,Sewerage,Manhole Cover Missing,P3-Medium,0.4,2025-09-09T20:57:21,2025-09-25T04:57:21,Resolved,15,MCC Public Health Department,Raju Kumar,4,30.710625,76.751082,Pipe replaced
GRV-2025-00314,Monkey Menace issue in Sector 48,Donkeys abandoned near Sector 48 Phase A are blocking the lane and eating household garbage.,Web Portal,SEC-48,Stray Animals,Monkey Menace,P3-Medium,0.53,2025-09-08T07:42:56,,Pending,,Social Welfare Department Chandigarh,Jagjit Singh,,30.735448,76.76219,
GRV-2025-00315,Illegal Extension issue in Industrial Area Phase II,Unauthorized construction is happening near house 685 in Industrial Area Phase II. Work going on even at night.,Mobile App,IND-2,Building Violation,Illegal Extension,P4-Low,0.16,2025-12-16T22:12:48,2026-01-23T07:12:48,Resolved,37,MCC Town Planning Department,Manpreet Singh,2,30.774895,76.754379,Demolition notice served
GRV-2025-00316,Signal Not Working issue in Sector 21,Heavy vehicles are using residential roads in Sector 21 despite signage. Noise and damage to roads.,Mobile App,SEC-21,Traffic,Signal Not Working,P3-Medium,0.31,2026-01-25T06:21:27,2026-02-02T13:21:27,Resolved,8,Traffic Police Chandigarh,Const. Suresh Pal,5,30.725391,76.760574,Signal repaired
GRV-2025-00317,All Lights Off issue in Sector 11,There are no streetlights in the inner lane of Sector 11. Women feel unsafe walking there at night.,WhatsApp,SEC-11,Streetlights,All Lights Off,P2-High,0.7,2025-07-03T06:45:03,,Pending,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.723842,76.7479,
GRV-2025-00318,Contaminated Water issue in Sector 26,The water supply tanker has not visited Sector 26 for 15 days despite repeated requests.,Mobile App,SEC-26,Water Supply,Contaminated Water,P4-Low,0.23,2025-06-22T09:17:03,2025-07-19T17:17:03,Resolved,27,MCC Public Health Department,Raju Kumar,3,30.738734,76.7726,Pressure restored after maintenance
GRV-2025-00319,Road divider broken on main road in Grain Market,A serious Road Divider Damaged issue exists on the road connecting Grain Market to the adjoining sector. Heavy traffic passes through here daily.,Voice Call,GRM,Roads,Road Divider Damaged,P4-Low,0.12,2025-04-13T22:13:50,,Rejected,,MCC Engineering Department,Er. Harpreet Singh,,30.777433,76.769864,
GRV-2025-00320,Garbage Dumped on Road issue in Sector 51,The area near Sector 51 Phase A park has become an illegal garbage dump point. This has been reported before but no action was taken.,Web Portal,SEC-51,Garbage/Sanitation,Garbage Dumped on Road,P3-Medium,0.32,2026-02-10T14:38:16,2026-02-25T20:38:16,Resolved,15,MCC Public Health Department,Paramjit Kaur,3,30.767255,76.762505,Warning issued to dumper
GRV-2025-00321,Contaminated Water issue in Sector 45,"There is no water connection in our newly allotted house at Sector 45. Applied 6 days ago, no action.",Voice Call,SEC-45,Water Supply,Contaminated Water,P4-Low,0.18,2026-02-23T16:56:43,2026-03-20T18:00:00,Resolved,28,MCC Public Health Department,Amarjit Kaur,5,30.75662,76.761841,Tanker dispatched
GRV-2025-00322,Bin Not Emptied issue in Sector 23,Dead dog near Sector 23 Sector 30 Chowk has not been removed for 7 days. Spreading disease risk.,Voice Call,SEC-23,Garbage/Sanitation,Bin Not Emptied,P3-Medium,0.4,2026-01-28T21:48:25,2026-02-17T23:48:25,Resolved,20,MCC Public Health Department,Paramjit Kaur,4,30.743092,76.811406,Warning issued to dumper
GRV-2025-00323,Illegal Connection issue in Sector 43,"Our electricity meter was found tampered and we received an inflated bill. House 932, Sector 43.",WhatsApp,SEC-43,Electricity,Illegal Connection,P4-Low,0.11,2025-05-16T06:14:47,2025-05-24T11:14:47,Resolved,8,CPDL / Chandigarh Electricity Department,Er. Gurmeet Pal,5,30.728626,76.747197,Illegal connection removed
GRV-2025-00324,Flyover structure showing damage in Sector 40,Flyover Damage has developed near the main market of Sector 40. It is creating problems for daily commuters and shopkeepers.,Email,SEC-40,Roads,Flyover Damage,P2-High,0.8,2025-09-23T09:55:17,2025-09-28T18:55:17,Resolved,5,MCC Engineering Department,Jagtar Singh,3,30.715502,76.799105,Footpath relaid
GRV-2025-00325,No Drinking Water in Park issue in Sector 37,The park in Sector 37 Phase B has not been cleaned or maintained for weeks. Overgrown grass.,Web Portal,SEC-37,Parks/Trees,No Drinking Water in Park,P4-Low,0.25,2025-03-09T14:43:35,2025-04-14T15:43:35,Resolved,36,MCC Horticulture Department,Bhupinder Singh,4,30.775446,76.744149,Lights repaired
GRV-2025-00326,Waterlogging on main road in Sector 28,A serious Waterlogging on Road issue exists on the road connecting Sector 28 to the adjoining sector. Heavy traffic passes through here daily.,Email,SEC-28,Roads,Waterlogging on Road,P2-High,0.62,2025-08-08T20:20:00,,Rejected,,MCC Engineering Department,Er. Parveen Kumar,,30.731349,76.766776,
GRV-2025-00327,Dead Animal Not Removed issue in Sector 54,No sweeping has been done in Sector 54 lane B for over a week. The area is filthy.,Voice Call,SEC-54,Garbage/Sanitation,Dead Animal Not Removed,P4-Low,0.01,2025-07-08T06:37:51,2025-08-05T11:37:51,Resolved,28,MCC Public Health Department,Gurmail Singh,2,30.719069,76.767264,Dustbin replaced
